2024-8-2 23:01:38-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\default_cubemap background: #aaff85; color: #000; color: #000;
2024-8-2 23:49:30-debug: asset-db:worker-effect-data-processing (289ms)
2024-8-2 23:49:30-debug: refresh db assets success
2024-8-2 23:49:30-debug: asset-db:refresh-all-database (392ms)
2024-8-2 23:52:01-debug: refresh db internal success
2024-8-2 23:52:01-debug: asset-db:worker-effect-data-processing (190ms)
2024-8-2 23:52:01-debug: %cImport%c: C:\D-Disk\cocos project\ScrollTest\assets\scripts\main.tsbackground: #aaff85; color: #000;color: #000;
2024-8-2 23:52:01-debug: refresh db assets success
2024-8-2 23:52:01-debug: asset-db:refresh-all-database (288ms)
2024-8-2 23:52:07-debug: start refresh asset from C:\D-Disk\cocos project\ScrollTest\assets\scene\Test.scene...
2024-8-2 23:52:07-debug: %cImport%c: C:\D-Disk\cocos project\ScrollTest\assets\scene\Test.scenebackground: #aaff85; color: #000;color: #000;
2024-8-2 23:52:07-debug: refresh asset C:\D-Disk\cocos project\ScrollTest\assets\scene success
2024-8-2 23:52:07-debug: refresh db internal success
2024-8-2 23:52:07-debug: asset-db:worker-effect-data-processing (135ms)
2024-8-2 23:52:07-debug: refresh db assets success
2024-8-2 23:52:07-debug: asset-db:refresh-all-database (179ms)
2024-8-2 23:54:29-debug: refresh db internal success
2024-8-2 23:54:29-debug: asset-db:worker-effect-data-processing (129ms)
2024-8-2 23:54:29-debug: refresh db assets success
2024-8-2 23:54:29-debug: asset-db:refresh-all-database (176ms)
2024-8-2 23:55:14-debug: start refresh asset from C:\D-Disk\cocos project\ScrollTest\assets\scene\Test.scene...
2024-8-2 23:55:14-debug: %cImport%c: C:\D-Disk\cocos project\ScrollTest\assets\scene\Test.scenebackground: #aaff85; color: #000;color: #000;
2024-8-2 23:55:14-debug: refresh asset C:\D-Disk\cocos project\ScrollTest\assets\scene success
2024-8-2 23:55:16-debug: Query all assets info in project
2024-8-2 23:55:16-debug: init custom config: keepNodeUuid: false, useCache: true
2024-8-2 23:55:16-debug: BuildAssetLibrary query-assets with assets 519
2024-8-2 23:55:16-debug:   Number of all scripts: 3
2024-8-2 23:55:16-debug:   Number of all scenes: 2
2024-8-2 23:55:16-debug: // ---- build task Query asset bundle ----
2024-8-2 23:55:16-debug: Query asset bundle start0%
2024-8-2 23:55:16-debug:   Number of other assets: 375
2024-8-2 23:55:16-debug: Process: heapTotal 208.22MB heapUsed 195.49MB rss 223.76MB
2024-8-2 23:55:16-debug: // ---- build task Query asset bundle ---- (4ms)
2024-8-2 23:55:16-debug: run build task Query asset bundle success in 4 ms √3%
2024-8-2 23:55:16-debug: Process: heapTotal 207.47MB heapUsed 194.94MB rss 221.67MB
2024-8-2 23:55:16-debug: // ---- build task Query and organize assets ----
2024-8-2 23:55:16-debug: Query and organize assets start3%
2024-8-2 23:55:16-debug: init bundle assets
2024-8-2 23:55:16-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2024-8-2 23:55:16-debug: Number of scenes: 2
2024-8-2 23:55:16-debug: run build task Query and organize assets success in 2 ms √7%
2024-8-2 23:55:16-debug: Organize scripts start7%
2024-8-2 23:55:16-debug: // ---- build task Organize scripts ----
2024-8-2 23:55:16-debug: // ---- build task Query and organize assets ---- (2ms)
2024-8-2 23:55:16-debug: Process: heapTotal 207.47MB heapUsed 195.13MB rss 221.90MB
2024-8-2 23:55:16-debug: sort script group...
2024-8-2 23:55:16-debug: // ---- build task Organize scripts ---- (1ms)
2024-8-2 23:55:16-debug: run build task Organize scripts success in 1 ms √10%
2024-8-2 23:55:16-debug: Process: heapTotal 207.47MB heapUsed 195.16MB rss 221.93MB
2024-8-2 23:55:16-debug: Init settings and config start10%
2024-8-2 23:55:16-debug: // ---- build task Init settings and config ----
2024-8-2 23:55:16-debug: run build task Init settings and config success in 0 ms √11%
2024-8-2 23:55:16-debug: builder.tasks.settings.macro does not defined in i18n
2024-8-2 23:55:16-debug: builder.tasks.settings.macro start11%
2024-8-2 23:55:16-debug: // ---- build task builder.tasks.settings.macro ----
2024-8-2 23:55:16-debug: Process: heapTotal 207.47MB heapUsed 195.20MB rss 221.99MB
2024-8-2 23:55:16-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
2024-8-2 23:55:16-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
2024-8-2 23:55:16-debug: // ---- build task Sort some build options to settings.json ----
2024-8-2 23:55:16-debug: Sort some build options to settings.json start11%
2024-8-2 23:55:16-debug: Process: heapTotal 207.47MB heapUsed 195.23MB rss 222.03MB
2024-8-2 23:55:17-debug: // ---- build task Sort some build options to settings.json ---- (762ms)
2024-8-2 23:55:17-debug: custom joint texture layouts start12%
2024-8-2 23:55:17-debug: // ---- build task custom joint texture layouts ----
2024-8-2 23:55:17-debug: run build task Sort some build options to settings.json success in 762 ms √12%
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.31MB rss 222.16MB
2024-8-2 23:55:17-debug: // ---- build task custom joint texture layouts ---- (2ms)
2024-8-2 23:55:17-debug: run build task custom joint texture layouts success in 2 ms √12%
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.34MB rss 222.19MB
2024-8-2 23:55:17-debug: custom joint physics start12%
2024-8-2 23:55:17-debug: // ---- build task custom joint physics ----
2024-8-2 23:55:17-debug: run build task custom joint physics success in 0 ms √13%
2024-8-2 23:55:17-debug: Fill script data to settings start13%
2024-8-2 23:55:17-debug: // ---- build task Fill script data to settings ----
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.37MB rss 222.22MB
2024-8-2 23:55:17-debug: // ---- build task Fill script data to settings ---- (1ms)
2024-8-2 23:55:17-debug: run build task Fill script data to settings success in 1 ms √13%
2024-8-2 23:55:17-debug: Fill scene data to settings start13%
2024-8-2 23:55:17-debug: // ---- build task Fill scene data to settings ----
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.40MB rss 222.25MB
2024-8-2 23:55:17-debug: run build task Fill scene data to settings success in 0 ms √14%
2024-8-2 23:55:17-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
2024-8-2 23:55:17-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.43MB rss 222.28MB
2024-8-2 23:55:17-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
2024-8-2 23:55:17-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
2024-8-2 23:55:17-debug: Generate md5AssetsMap from suffixMap to settings start14%
2024-8-2 23:55:17-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
2024-8-2 23:55:17-debug: options.md5Cache is false.
2024-8-2 23:55:17-debug: Process: heapTotal 207.47MB heapUsed 195.50MB rss 222.36MB
2024-8-2 23:55:17-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
2024-8-2 23:55:32-debug: refresh db internal success
2024-8-2 23:55:32-debug: asset-db:worker-effect-data-processing (172ms)
2024-8-2 23:55:32-debug: refresh db assets success
2024-8-2 23:55:32-debug: asset-db:refresh-all-database (269ms)
2024-8-2 23:58:13-debug: refresh db internal success
2024-8-2 23:58:13-debug: asset-db:worker-effect-data-processing (199ms)
2024-8-2 23:58:13-debug: refresh db assets success
2024-8-2 23:58:13-debug: asset-db:refresh-all-database (306ms)
2024-8-2 23:58:47-debug: refresh db internal success
2024-8-2 23:58:47-debug: asset-db:worker-effect-data-processing (237ms)
2024-8-2 23:58:48-debug: refresh db assets success
2024-8-2 23:58:48-debug: asset-db:refresh-all-database (355ms)
2024-8-2 23:59:05-debug: refresh db internal success
2024-8-2 23:59:05-debug: asset-db:worker-effect-data-processing (243ms)
2024-8-2 23:59:05-debug: refresh db assets success
2024-8-2 23:59:05-debug: asset-db:refresh-all-database (356ms)
2024-8-2 23:59:11-debug: refresh db internal success
2024-8-2 23:59:11-debug: asset-db:worker-effect-data-processing (98ms)
2024-8-2 23:59:11-debug: refresh db assets success
2024-8-2 23:59:11-debug: asset-db:refresh-all-database (141ms)
2024-8-2 23:59:13-debug: Query all assets info in project
2024-8-2 23:59:13-debug: BuildAssetLibrary query-assets with assets 519
2024-8-2 23:59:13-debug: init custom config: keepNodeUuid: false, useCache: true
2024-8-2 23:59:13-debug:   Number of all scenes: 2
2024-8-2 23:59:13-debug:   Number of all scripts: 3
2024-8-2 23:59:13-debug:   Number of other assets: 375
2024-8-2 23:59:13-debug: // ---- build task Query asset bundle ----
2024-8-2 23:59:13-debug: Process: heapTotal 229.38MB heapUsed 206.47MB rss 240.98MB
2024-8-2 23:59:13-debug: Query asset bundle start0%
2024-8-2 23:59:13-debug: // ---- build task Query asset bundle ---- (4ms)
2024-8-2 23:59:13-debug: run build task Query asset bundle success in 4 ms √3%
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.38MB rss 235.93MB
2024-8-2 23:59:13-debug: Query and organize assets start3%
2024-8-2 23:59:13-debug: // ---- build task Query and organize assets ----
2024-8-2 23:59:13-debug: init bundle assets
2024-8-2 23:59:13-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2024-8-2 23:59:13-debug: Number of scenes: 2
2024-8-2 23:59:13-debug: // ---- build task Query and organize assets ---- (3ms)
2024-8-2 23:59:13-debug: run build task Query and organize assets success in 3 ms √7%
2024-8-2 23:59:13-debug: Organize scripts start7%
2024-8-2 23:59:13-debug: // ---- build task Organize scripts ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.57MB rss 235.96MB
2024-8-2 23:59:13-debug: sort script group...
2024-8-2 23:59:13-debug: // ---- build task Organize scripts ---- (1ms)
2024-8-2 23:59:13-debug: run build task Organize scripts success in 1 ms √10%
2024-8-2 23:59:13-debug: Init settings and config start10%
2024-8-2 23:59:13-debug: // ---- build task Init settings and config ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.60MB rss 235.97MB
2024-8-2 23:59:13-debug: run build task Init settings and config success in 0 ms √11%
2024-8-2 23:59:13-debug: builder.tasks.settings.macro does not defined in i18n
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.64MB rss 235.97MB
2024-8-2 23:59:13-debug: builder.tasks.settings.macro start11%
2024-8-2 23:59:13-debug: // ---- build task builder.tasks.settings.macro ----
2024-8-2 23:59:13-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
2024-8-2 23:59:13-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
2024-8-2 23:59:13-debug: Sort some build options to settings.json start11%
2024-8-2 23:59:13-debug: // ---- build task Sort some build options to settings.json ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.67MB rss 235.97MB
2024-8-2 23:59:13-debug: // ---- build task Sort some build options to settings.json ---- (5ms)
2024-8-2 23:59:13-debug: run build task Sort some build options to settings.json success in 5 ms √12%
2024-8-2 23:59:13-debug: custom joint texture layouts start12%
2024-8-2 23:59:13-debug: // ---- build task custom joint texture layouts ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.74MB rss 236.01MB
2024-8-2 23:59:13-debug: // ---- build task custom joint texture layouts ---- (2ms)
2024-8-2 23:59:13-debug: run build task custom joint texture layouts success in 2 ms √12%
2024-8-2 23:59:13-debug: custom joint physics start12%
2024-8-2 23:59:13-debug: // ---- build task custom joint physics ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.78MB rss 236.01MB
2024-8-2 23:59:13-debug: // ---- build task custom joint physics ---- (1ms)
2024-8-2 23:59:13-debug: run build task custom joint physics success in 1 ms √13%
2024-8-2 23:59:13-debug: Fill script data to settings start13%
2024-8-2 23:59:13-debug: // ---- build task Fill script data to settings ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.81MB rss 236.02MB
2024-8-2 23:59:13-debug: run build task Fill script data to settings success in 0 ms √13%
2024-8-2 23:59:13-debug: // ---- build task Fill scene data to settings ----
2024-8-2 23:59:13-debug: Fill scene data to settings start13%
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.83MB rss 236.01MB
2024-8-2 23:59:13-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
2024-8-2 23:59:13-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
2024-8-2 23:59:13-debug: run build task Fill scene data to settings success in 0 ms √14%
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.86MB rss 236.02MB
2024-8-2 23:59:13-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
2024-8-2 23:59:13-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
2024-8-2 23:59:13-debug: Generate md5AssetsMap from suffixMap to settings start14%
2024-8-2 23:59:13-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
2024-8-2 23:59:13-debug: Process: heapTotal 227.27MB heapUsed 199.93MB rss 236.02MB
2024-8-2 23:59:13-debug: options.md5Cache is false.
2024-8-2 23:59:13-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
2024-8-2 23:59:13-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
2024-8-2 23:59:16-debug: refresh db internal success
2024-8-2 23:59:16-debug: asset-db:worker-effect-data-processing (103ms)
2024-8-2 23:59:16-debug: refresh db assets success
2024-8-2 23:59:16-debug: asset-db:refresh-all-database (145ms)
2024-8-2 23:59:19-debug: programming:execute-script (2ms)
2024-8-2 23:59:22-debug: refresh db internal success
2024-8-2 23:59:22-debug: asset-db:worker-effect-data-processing (104ms)
2024-8-2 23:59:22-debug: refresh db assets success
2024-8-2 23:59:22-debug: asset-db:refresh-all-database (145ms)
2024-8-2 23:59:27-debug: refresh db internal success
2024-8-2 23:59:28-debug: asset-db:worker-effect-data-processing (124ms)
2024-8-2 23:59:28-debug: refresh db assets success
2024-8-2 23:59:28-debug: asset-db:refresh-all-database (166ms)
2024-8-2 23:59:32-debug: Query all assets info in project
2024-8-2 23:59:32-debug: BuildAssetLibrary query-assets with assets 519
2024-8-2 23:59:32-debug:   Number of all scenes: 2
2024-8-2 23:59:32-debug: init custom config: keepNodeUuid: false, useCache: true
2024-8-2 23:59:32-debug: Query asset bundle start0%
2024-8-2 23:59:32-debug:   Number of other assets: 375
2024-8-2 23:59:32-debug:   Number of all scripts: 3
2024-8-2 23:59:32-debug: // ---- build task Query asset bundle ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 199.23MB rss 234.26MB
2024-8-2 23:59:32-debug: // ---- build task Query asset bundle ---- (3ms)
2024-8-2 23:59:32-debug: run build task Query asset bundle success in 3 ms √3%
2024-8-2 23:59:32-debug: Query and organize assets start3%
2024-8-2 23:59:32-debug: // ---- build task Query and organize assets ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 200.96MB rss 234.70MB
2024-8-2 23:59:32-debug: init bundle assets
2024-8-2 23:59:32-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
2024-8-2 23:59:32-debug: Number of scenes: 2
2024-8-2 23:59:32-debug: // ---- build task Query and organize assets ---- (2ms)
2024-8-2 23:59:32-debug: run build task Query and organize assets success in 2 ms √7%
2024-8-2 23:59:32-debug: Organize scripts start7%
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.15MB rss 236.07MB
2024-8-2 23:59:32-debug: // ---- build task Organize scripts ----
2024-8-2 23:59:32-debug: sort script group...
2024-8-2 23:59:32-debug: // ---- build task Organize scripts ---- (1ms)
2024-8-2 23:59:32-debug: run build task Organize scripts success in 1 ms √10%
2024-8-2 23:59:32-debug: Init settings and config start10%
2024-8-2 23:59:32-debug: // ---- build task Init settings and config ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.18MB rss 235.80MB
2024-8-2 23:59:32-debug: run build task Init settings and config success in 0 ms √11%
2024-8-2 23:59:32-debug: builder.tasks.settings.macro does not defined in i18n
2024-8-2 23:59:32-debug: builder.tasks.settings.macro start11%
2024-8-2 23:59:32-debug: // ---- build task builder.tasks.settings.macro ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.29MB rss 234.01MB
2024-8-2 23:59:32-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
2024-8-2 23:59:32-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
2024-8-2 23:59:32-debug: Sort some build options to settings.json start11%
2024-8-2 23:59:32-debug: // ---- build task Sort some build options to settings.json ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.33MB rss 233.75MB
2024-8-2 23:59:32-debug: // ---- build task Sort some build options to settings.json ---- (2ms)
2024-8-2 23:59:32-debug: run build task Sort some build options to settings.json success in 2 ms √12%
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.40MB rss 233.58MB
2024-8-2 23:59:32-debug: // ---- build task custom joint texture layouts ----
2024-8-2 23:59:32-debug: custom joint texture layouts start12%
2024-8-2 23:59:32-debug: run build task custom joint texture layouts success in 0 ms √12%
2024-8-2 23:59:32-debug: custom joint physics start12%
2024-8-2 23:59:32-debug: // ---- build task custom joint physics ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.43MB rss 233.58MB
2024-8-2 23:59:32-debug: run build task custom joint physics success in 0 ms √13%
2024-8-2 23:59:32-debug: Fill script data to settings start13%
2024-8-2 23:59:32-debug: // ---- build task Fill script data to settings ----
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.45MB rss 233.58MB
2024-8-2 23:59:32-debug: run build task Fill script data to settings success in 0 ms √13%
2024-8-2 23:59:32-debug: Fill scene data to settings start13%
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.48MB rss 233.58MB
2024-8-2 23:59:32-debug: // ---- build task Fill scene data to settings ----
2024-8-2 23:59:32-debug: run build task Fill scene data to settings success in 0 ms √14%
2024-8-2 23:59:32-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
2024-8-2 23:59:32-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.51MB rss 233.58MB
2024-8-2 23:59:32-debug: Generate md5AssetsMap from suffixMap to settings start14%
2024-8-2 23:59:32-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
2024-8-2 23:59:32-debug: Process: heapTotal 224.46MB heapUsed 201.57MB rss 233.59MB
2024-8-2 23:59:32-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
2024-8-2 23:59:32-debug: options.md5Cache is false.
2024-8-2 23:59:32-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
2024-8-3 00:00:22-debug: refresh db internal success
2024-8-3 00:00:22-debug: asset-db:worker-effect-data-processing (324ms)
2024-8-3 00:00:22-debug: refresh db assets success
2024-8-3 00:00:22-debug: asset-db:refresh-all-database (438ms)
2024-8-3 00:00:55-debug: refresh db internal success
2024-8-3 00:00:55-debug: asset-db:worker-effect-data-processing (200ms)
2024-8-3 00:00:55-debug: refresh db assets success
2024-8-3 00:00:55-debug: asset-db:refresh-all-database (260ms)
2024-8-3 00:01:15-debug: refresh db internal success
2024-8-3 00:01:15-debug: asset-db:worker-effect-data-processing (123ms)
2024-8-3 00:01:15-debug: refresh db assets success
2024-8-3 00:01:15-debug: asset-db:refresh-all-database (174ms)
2024-8-3 00:01:22-debug: refresh db internal success
2024-8-3 00:01:22-debug: asset-db:worker-effect-data-processing (120ms)
2024-8-3 00:01:22-debug: refresh db assets success
2024-8-3 00:01:22-debug: asset-db:refresh-all-database (160ms)
2024-8-3 00:01:23-debug: refresh db internal success
2024-8-3 00:01:23-debug: asset-db:worker-effect-data-processing (89ms)
2024-8-3 00:01:23-debug: refresh db assets success
2024-8-3 00:01:23-debug: asset-db:refresh-all-database (126ms)
2024-8-3 00:01:28-debug: refresh db internal success
2024-8-3 00:01:29-debug: asset-db:worker-effect-data-processing (96ms)
2024-8-3 00:01:29-debug: refresh db assets success
2024-8-3 00:01:29-debug: asset-db:refresh-all-database (134ms)
2024-8-3 00:03:48-debug: refresh db internal success
2024-8-3 00:03:48-debug: asset-db:worker-effect-data-processing (98ms)
2024-8-3 00:03:48-debug: refresh db assets success
2024-8-3 00:03:48-debug: asset-db:refresh-all-database (138ms)
2024-8-3 00:03:50-debug: refresh db internal success
2024-8-3 00:03:51-debug: asset-db:worker-effect-data-processing (126ms)
2024-8-3 00:03:51-debug: refresh db assets success
2024-8-3 00:03:51-debug: asset-db:refresh-all-database (169ms)
2024-8-3 00:03:57-debug: refresh db internal success
2024-8-3 00:03:57-debug: asset-db:worker-effect-data-processing (106ms)
2024-8-3 00:03:57-debug: refresh db assets success
2024-8-3 00:03:57-debug: asset-db:refresh-all-database (152ms)
2024-8-3 00:03:58-debug: refresh db internal success
2024-8-3 00:03:58-debug: refresh db assets success
2024-8-3 00:03:59-debug: asset-db:worker-effect-data-processing (106ms)
2024-8-3 00:03:59-debug: asset-db:refresh-all-database (145ms)
2024-8-3 00:03:59-debug: refresh db internal success
2024-8-3 00:03:59-debug: asset-db:worker-effect-data-processing (93ms)
2024-8-3 00:03:59-debug: refresh db assets success
2024-8-3 00:03:59-debug: asset-db:refresh-all-database (130ms)
2024-8-3 00:03:59-debug: refresh db internal success
2024-8-3 00:04:00-debug: asset-db:worker-effect-data-processing (99ms)
2024-8-3 00:04:00-debug: refresh db assets success
2024-8-3 00:04:00-debug: asset-db:refresh-all-database (136ms)
2024-8-3 00:04:00-debug: refresh db internal success
